,공사번호,블록,공정,블록타입,선종,BLK_WT,BLK_LNTH,BLK_BDTH,BLK_HGHT,PCGCODE,송선,SHOP,사내외,P_LT,LT
0,2431,131,조립,BLK,LNGC,290,15.6,18.6,7.3,EB1,C1E1,CAS,사내,100,12
1,2431,121,조립,BLK,LNGC,275,15.6,17.8,7.3,EB1,C1E1,CAS,사내,102,12
2,2431,132,조립,BLK,LNGC,176,15.6,24.9,4.3,EL1,SCP1,PAS,사내,64,19
3,2431,801,조립,BLK,LNGC,222,12.6,19.3,3.2,FB1,C1S4,CAS,사내,87,17
4,2431,832,조립,BLK,LNGC,268,19.2,18.9,7.9,FL1,SCE1,GBS,사내,87,11
5,2431,822,조립,BLK,LNGC,310,19.2,20.7,7.9,FL1,SCE1,GBS,사내,84,13
6,2431,105,조립,BLK,LNGC,271,14.1,14.4,8.1,AL4,C1M0,GBS,사내,86,18
7,2431,111,조립,BLK,LNGC,275,18.1,13.4,7.3,EB1,C1S0,CAS,사내,78,24
8,2431,182,조립,BLK,LNGC,220,15.1,16.4,4.3,AL3,C5S3,CAS,사내,74,14
9,2431,282,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,75,14
10,2431,292,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,75,26
11,2431,221,조립,BLK,LNGC,254,18,16.6,3.2,CB2,SZE2,PAS,사내,60,30
12,2431,281,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,65,18
13,2431,291,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,66,15
14,2431,142,조립,BLK,LNGC,195,11.6,25.1,4.3,EL1,C1S2,CAS,사내,71,15
15,2431,152,조립,BLK,LNGC,187,11.6,24.9,4.3,EL1,C1S2,CAS,사내,67,20
16,2431,162,조립,BLK,LNGC,278,15.3,25.1,4.3,EL1,S2M2,GBS,사내,84,19
17,2431,110,조립,BLK,LNGC,131,11.8,16.7,7.3,AL2,C1S1,CAS,사내,69,21
18,2431,183,조립,BLK,LNGC,259,19.9,15.5,8.4,AL1,C5S3,CAS,사내,96,27
19,2431,172,조립,BLK,LNGC,269,15.3,24.9,4.3,EL1,S2M2,GBS,사내,82,11
20,2431,802,조립,BLK,LNGC,92,6.5,10.9,5.4,FB2,C5E2,CAS,사내,60,19
21,2431,141,조립,BLK,LNGC,153,18.1,16.1,6.1,EB1,C1S1,CAS,사내,78,34
22,2431,810,조립,BLK,LNGC,211,15.7,17.1,10.5,FB2,C1S3,GBS,사내,81,27
23,2431,242,조립,BLK,LNGC,181,17.4,11.5,3.2,CB2,C1E1,GBS,사내,58,21
24,2431,241,조립,BLK,LNGC,246,18,16.5,3.2,CB2,SCE1,PAS,사내,53,18
25,2431,163,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,57,10
26,2431,823,조립,BLK,LNGC,213,19.2,22.8,7.9,FL1,SCE1,GBS,사내,70,15
27,2431,251,조립,BLK,LNGC,236,18,16.3,3.2,CB2,SCE2,PAS,사내,55,17
28,2431,193,조립,BLK,LNGC,259,19.9,15.5,8.4,AL1,C5S3,CAS,사내,91,20
29,2431,269,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,67,21
30,2431,279,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,67,22
31,2431,173,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,56,6
32,2431,223,조립,BLK,LNGC,403,17.5,27.6,7.4,CB1,T1E4,TBA,사내,56,18
33,2431,233,조립,BLK,LNGC,321,17.5,22.4,7.4,CB1,C1E4,CAS,사내,56,15
34,2431,833,조립,BLK,LNGC,182,19.2,21,7.9,FL1,C1E6,GBS,사내,67,13
35,2431,252,조립,BLK,LNGC,163,17.4,11.3,3.2,CB2,C1E2,GBS,사내,54,15
36,2431,239,조립,BLK,LNGC,192,15.1,13.2,3.2,CB2,SZH2,PAS,사내,45,20
37,2431,222,조립,BLK,LNGC,373,16.8,27.6,7.4,CB2,C1S0,GBS,사내,76,18
38,2431,232,조립,BLK,LNGC,301,16.8,22.4,7.4,CB2,T1E4,TBA,사내,76,11
39,2431,235,조립,BLK,LNGC,296,16.8,22.4,7.4,CB1,SCE4,GBS,사내,82,15
40,2431,225,조립,BLK,LNGC,368,16.8,27.6,7.4,CB1,SCE4,GBS,사내,80,14
41,2431,226,조립,BLK,LNGC,354,15.1,27.6,7.4,CB1,C1E4,GBS,사내,76,12
42,2431,236,조립,BLK,LNGC,284,15.1,22.4,7.4,CB1,C5E4,CAS,사내,78,15
43,2431,135,조립,BLK,LNGC,179,20,24.9,4.4,EL1,S2M2,GBS,사내,54,14
44,2431,125,조립,BLK,LNGC,190,20,25.1,4.4,EL1,S2M2,GBS,사내,54,16
45,2431,642,조립,BLK,LNGC,280,18.6,8.1,8.4,CS2,C1S2,GBS,사내,54,13
46,2431,652,조립,BLK,LNGC,280,18.6,8.1,8.4,CS2,C5E2,CAS,사내,53,8
47,2431,821,조립,BLK,LNGC,84,12.6,13.4,4.1,FL1,C1R1,CAS,사내,35,10
48,2431,831,조립,BLK,LNGC,87,12.6,13.6,4.1,FL1,C1R1,CAS,사내,35,9
49,2431,234,조립,BLK,LNGC,309,18,22.4,7.4,CB1,SZE2,PAS,사내,55,18
50,2431,224,조립,BLK,LNGC,389,18,27.6,7.4,CB1,SCE7,PAS,사내,55,20
51,2431,237,조립,BLK,LNGC,309,18,22.4,7.4,CB1,SZE2,PAS,사내,55,11
52,2431,227,조립,BLK,LNGC,389,18,27.6,7.4,CB1,C1E7,CAS,사내,55,12
53,2431,238,조립,BLK,LNGC,326,16.8,22.4,7.4,CB1,SZE2,PAS,사내,55,11
54,2431,228,조립,BLK,LNGC,402,16.8,27.6,7.4,CB1,C1E7,CAS,사내,55,16
55,2431,824,조립,BLK,LNGC,101,17.9,23.1,4,FL1,C1S5,CAS,사내,34,11
56,2431,622,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,42,15
57,2431,632,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,42,19
58,2431,641,조립,BLK,LNGC,262,19.5,16.6,8,CS2,C1S4,GBS,사내,60,11
59,2431,643,조립,BLK,LNGC,67,18.6,8.6,10.6,CS2,C1E2,OFD,사내,40,13
60,2431,651,조립,BLK,LNGC,260,19.5,16.6,8,CS2,C5S4,CAS,사내,56,9
61,2431,653,조립,BLK,LNGC,67,18.6,8.6,10.6,CS2,C5E2,OFD,사내,41,13
62,2431,623,조립,BLK,LNGC,165,14.7,16.6,3.6,CS1,C1E2,CAS,사내,41,15
63,2431,633,조립,BLK,LNGC,165,14.7,16.6,3.6,CS1,C1E2,CAS,사내,41,15
64,2431,843,조립,BLK,LNGC,107,11.8,14.2,7.9,FL1,S2M2,3DS,사내,54,14
65,2431,853,조립,BLK,LNGC,101,11.8,12.3,7.9,FL1,S2M2,3DS,사내,54,15
66,2431,153,조립,BRC,LNGC,120,21.3,12.5,5.3,ED1,C1S2,GBS,사내,59,7
67,2431,431,조립,BLK,LNGC,199,17.4,28.8,2.3,CT1,C1E1,CAS,사내,41,12
68,2431,844,조립,BLK,LNGC,85,17,16.6,4,FL1,S1R1,APD,사내,43,11
69,2431,634,조립,BLK,LNGC,175,16.2,16.6,3.6,CS1,C1E2,CAS,사내,41,12
70,2431,624,조립,BLK,LNGC,174,16.2,16.6,3.6,CS1,C1E2,CAS,사내,41,14
71,2431,854,조립,BLK,LNGC,71,16.9,14.7,4,FL1,S1R1,APD,사내,46,13
72,2431,422,조립,BLK,LNGC,284,21.3,28.8,2.8,CT1,SZH4,PAS,사내,41,13
73,2431,432,조립,BLK,LNGC,296,21.5,28.8,2.8,CT1,SZE2,PAS,사내,41,9
74,2431,625,조립,BLK,LNGC,178,16.8,16.6,3.6,CS1,C1E2,CAS,사내,46,14
75,2431,635,조립,BLK,LNGC,178,16.8,16.6,3.6,CS1,C1E2,CAS,사내,46,14
76,2431,406,조립,BLK,LNGC,112,13.8,22.4,2.8,CT1,C1E2,OFD,사내,53,13
77,2431,834,조립,BLK,LNGC,81,17.9,21.3,4,FL1,SZG8,PAS,사내,27,11
78,2431,421,조립,BLK,LNGC,176,17.2,28.8,2.3,CT1,C1E4,CAS,사내,31,13
79,2431,636,조립,BLK,LNGC,182,16.8,16.6,3.6,CS1,C1E2,CAS,사내,43,13
80,2431,621,조립,BLK,LNGC,198,18,16.6,3.6,CS1,C1E2,CAS,사내,48,16
81,2431,631,조립,BLK,LNGC,198,18,16.6,3.6,CS1,C1E2,CAS,사내,48,17
82,2431,626,조립,BLK,LNGC,182,16.8,16.6,3.6,CS1,C1E2,CAS,사내,43,14
83,2431,103,조립,BRC,LNGC,53,6.9,25,2.1,EL1,C1S9,CAS,사내,50,10
84,2431,628,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,43,16
85,2431,638,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,43,13
86,2431,143,조립,BRC,LNGC,132,21.3,12.5,5.3,EL1,C1S2,GBS,사내,50,13
87,2431,405,조립,BLK,LNGC,177,14.8,22.4,2.8,CT1,C1E2,CAS,사내,42,7
88,2431,627,조립,BLK,LNGC,174,16.2,16.6,3.6,CS1,SCE2,PAS,사내,42,13
89,2431,637,조립,BLK,LNGC,175,16.2,16.6,3.6,CS1,SCE2,PAS,사내,42,14
90,2431,629,조립,BLK,LNGC,200,16.8,16.6,3.6,CS1,C1E2,CAS,사내,42,14
91,2431,639,조립,BLK,LNGC,200,16.8,16.6,3.6,CS1,C1E2,CAS,사내,42,14
92,2431,813,조립,BLK,LNGC,26,3.9,9.8,7.9,FL1,S6G9,GBS,사내,11,10
93,2431,825,조립,BLK,LNGC,51,15.6,22.6,5.4,FL1,C1G8,CAS,사내,18,6
94,2431,835,조립,BLK,LNGC,45,15.6,20.8,5.4,FL1,C1R1,CAS,사내,20,7
95,2431,845,조립,BLK,LNGC,47,17,16.6,5,FL1,C5G8,CAS,사내,20,6
96,2431,855,조립,BLK,LNGC,39,17,20.8,5,FL1,C5G8,CAS,사내,18,7
97,2431,102,조립,BRC,LNGC,19,15.8,3.2,1,ED2,C1S6,CAS,사내,20,8
98,2431,694,조립,BRC,LNGC,34,18.6,6.4,3,CS2,C1R1,CAS,사내,24,10
99,2431,684,조립,BRC,LNGC,34,18.6,6.4,3,CS2,C1R1,CAS,사내,22,5
100,2431,683,조립,BRC,LNGC,20,19.5,2.5,3,CS2,C1S6,CAS,사내,21,6
101,2431,693,조립,BRC,LNGC,20,19.5,2.5,3,CS2,C1S6,CAS,사내,17,6
102,2431,612,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C5S6,CAS,사내,29,16
103,2431,312,조립,BRC,LNGC,6,4.8,4.8,0.5,CD5,C1S6,CAS,사내,21,6
104,2431,611,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C1S6,CAS,사내,31,11
105,2431,311,조립,BRC,LNGC,6,4.8,4.8,0.5,CD5,C1S6,CAS,사내,21,7
106,2431,613,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C5S6,CAS,사내,29,14
107,2431,313,조립,BRC,LNGC,11,5.1,5.1,2,CD5,C1S6,CAS,사내,21,14
108,2431,614,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C1S6,CAS,사내,31,8
109,2431,314,조립,BRC,LNGC,11,5.1,5.1,2,CD5,C1S6,CAS,사내,20,6
110,2432,101,조립,BLK,LNGC,302,21,14.4,4.3,AL3,SCS2,GBS,사내,115,10
111,2432,121,조립,BLK,LNGC,275,15.6,17.8,7.3,EB1,C1E1,CAS,사내,99,19
112,2432,131,조립,BLK,LNGC,290,15.6,18.6,7.3,EB1,C1E1,CAS,사내,99,13
113,2432,112,조립,BLK,LNGC,248,15.6,12.5,7.3,EB1,E1M1,3DS,사내,88,27
114,2432,123,조립,BLK,LNGC,253,21.2,25.1,5.3,EL1,C1S2,CAS,사내,76,13
115,2432,133,조립,BLK,LNGC,236,21.2,24.9,5.3,EL1,C1S2,CAS,사내,77,16
116,2432,221,조립,BLK,LNGC,254,18,16.6,3.2,CB2,SZE2,PAS,사내,64,22
117,2432,111,조립,BLK,LNGC,275,18.1,13.4,7.3,EB1,C1S0,CAS,사내,82,29
118,2432,801,조립,BLK,LNGC,222,12.6,19.3,3.2,FB1,C1S4,CAS,사내,87,20
119,2432,292,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,73,11
120,2432,172,조립,BLK,LNGC,269,15.3,24.9,4.3,EL1,S2M2,GBS,사내,85,11
121,2432,282,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,77,18
122,2432,122,조립,BLK,LNGC,190,15.6,25.1,4.3,EL1,SCP1,OFD,사내,67,19
123,2432,271,조립,BLK,LNGC,153,18,8.5,7.4,CS4,T1E1,TBA,사내,67,8
124,2432,261,조립,BLK,LNGC,153,18,8.5,7.4,CS4,C1E1,GBS,사내,62,8
125,2432,281,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,63,7
126,2432,291,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,63,9
127,2432,132,조립,BLK,LNGC,176,15.6,24.9,4.3,EL1,C1M2,CAS,사내,69,10
128,2432,105,조립,BLK,LNGC,271,14.1,14.4,8.1,AL4,C1M0,GBS,사내,84,13
129,2432,162,조립,BLK,LNGC,278,15.3,25.1,4.3,EL1,S2M2,GBS,사내,77,12
130,2432,182,조립,BLK,LNGC,220,15.1,16.4,4.3,AL3,C5S3,CAS,사내,73,24
131,2432,104,조립,BLK,LNGC,99,21,14.4,5.3,AL4,C1S6,CAS,사내,25,12
132,2432,192,조립,BLK,LNGC,220,15.1,16.4,4.3,AL3,C1S1,GBS,사내,70,13
133,2432,822,조립,BLK,LNGC,310,19.2,20.7,7.9,FL1,SCE1,GBS,사내,83,12
134,2432,832,조립,BLK,LNGC,268,19.2,18.9,7.9,FL1,SCE1,GBS,사내,82,11
135,2432,231,조립,BLK,LNGC,242,18,16.4,3.2,CB2,SZE2,PAS,사내,55,14
136,2432,152,조립,BLK,LNGC,187,11.6,24.9,4.3,EL1,C1S2,CAS,사내,70,17
137,2432,252,조립,BLK,LNGC,163,17.4,11.3,3.2,CB2,C1E2,GBS,사내,56,11
138,2432,241,조립,BLK,LNGC,246,18,16.5,3.2,CB2,SCE1,PAS,사내,51,16
139,2432,242,조립,BLK,LNGC,181,17.4,11.5,3.2,CB2,C1E1,GBS,사내,58,18
140,2432,229,조립,BLK,LNGC,297,15.1,18.1,3.2,CB2,C1E7,CAS,사내,58,22
141,2432,163,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,54,7
142,2432,173,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,55,9
143,2432,279,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,56,14
144,2432,239,조립,BLK,LNGC,192,15.1,13.2,3.2,CB2,SZH2,PAS,사내,47,19
145,2432,269,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,55,17
146,2432,251,조립,BLK,LNGC,236,18,16.3,3.2,CB2,SCE2,PAS,사내,49,13
147,2432,222,조립,BLK,LNGC,373,16.8,27.6,7.4,CB2,C1S0,GBS,사내,60,14
148,2432,232,조립,BLK,LNGC,301,16.8,22.4,7.4,CB2,C1S0,GBS,사내,60,10
149,2432,142,조립,BLK,LNGC,195,11.6,25.1,4.3,EL1,C1S2,CAS,사내,64,20
150,2432,810,조립,BLK,LNGC,211,15.7,17.1,10.5,FB2,C1S3,GBS,사내,71,22
151,2432,110,조립,BLK,LNGC,131,11.8,16.7,7.3,AL2,C1S1,CAS,사내,60,21
152,2432,235,조립,BLK,LNGC,296,16.8,22.4,7.4,CB1,SZE2,PAS,사내,60,9
153,2432,225,조립,BLK,LNGC,368,16.8,27.6,7.4,CB1,SZE2,PAS,사내,60,8
154,2432,141,조립,BLK,LNGC,153,18.1,16.1,6.1,EB1,C1S1,CAS,사내,55,32
155,2432,151,조립,BLK,LNGC,153,18.1,16.1,6.1,EB1,C1S1,CAS,사내,56,16
156,2432,233,조립,BLK,LNGC,321,17.5,22.4,7.4,CB1,C1E4,CAS,사내,55,11
157,2432,223,조립,BLK,LNGC,403,17.5,27.6,7.4,CB1,C5E4,CAS,사내,55,12
158,2432,236,조립,BLK,LNGC,284,15.1,22.4,7.4,CB1,C1H4,CAS,사내,61,6
159,2432,226,조립,BLK,LNGC,354,15.1,27.6,7.4,CB1,C1H4,CAS,사내,61,6
160,2432,642,조립,BLK,LNGC,280,18.6,8.1,8.4,CS2,C5E2,CAS,사내,56,5
161,2432,652,조립,BLK,LNGC,280,18.6,8.1,8.4,CS2,C5E2,CAS,사내,52,5
162,2432,224,조립,BLK,LNGC,389,18,27.6,7.4,CB1,SZE2,PAS,사내,51,8
163,2432,234,조립,BLK,LNGC,309,18,22.4,7.4,CB1,SZE2,PAS,사내,51,8
164,2432,183,조립,BLK,LNGC,259,19.9,15.5,8.4,AL1,C5S3,CAS,사내,60,16
165,2432,193,조립,BLK,LNGC,259,19.9,15.5,8.4,AL1,C5S3,CAS,사내,59,16
166,2432,227,조립,BLK,LNGC,389,18,27.6,7.4,CB1,SZE2,PAS,사내,52,6
167,2432,237,조립,BLK,LNGC,309,18,22.4,7.4,CB1,SZE2,PAS,사내,52,6
168,2432,802,조립,BLK,LNGC,92,6.5,10.9,5.4,FB2,C5E2,CAS,사내,53,16
169,2432,228,조립,BLK,LNGC,402,16.8,27.6,7.4,CB1,SZE2,PAS,사내,42,17
170,2432,238,조립,BLK,LNGC,326,16.8,22.4,7.4,CB1,SZE2,PAS,사내,42,18
171,2432,821,조립,BLK,LNGC,84,12.6,13.4,4.1,FL1,C1S1,GBS,사내,30,9
172,2432,831,조립,BLK,LNGC,87,12.6,13.6,4.1,FL1,C1S1,GBS,사내,32,10
173,2432,653,조립,BLK,LNGC,67,18.6,8.6,10.6,CS2,C5E2,CAS,사내,32,13
174,2432,643,조립,BLK,LNGC,67,18.6,8.6,10.6,CS2,C5E2,CAS,사내,32,11
175,2432,651,조립,BLK,LNGC,260,19.5,16.6,8,CS2,C1S4,GBS,사내,50,8
176,2432,641,조립,BLK,LNGC,262,19.5,16.6,8,CS2,C1S4,GBS,사내,50,7
177,2432,632,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,24,12
178,2432,622,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,24,11
179,2432,431,조립,BLK,LNGC,199,17.4,28.8,2.3,CT1,C1E1,CAS,사내,35,12
180,2432,633,조립,BLK,LNGC,165,14.7,16.6,3.6,CS1,SZH2,PAS,사내,28,14
181,2432,623,조립,BLK,LNGC,165,14.7,16.6,3.6,CS1,SZH2,PAS,사내,28,15
182,2432,621,조립,BLK,LNGC,198,18,16.6,3.6,CS1,S1R1,3DS,사내,41,20
183,2432,631,조립,BLK,LNGC,198,18,16.6,3.6,CS1,S1R1,3DS,사내,47,19
184,2432,624,조립,BLK,LNGC,174,16.2,16.6,3.6,CS1,C1E2,CAS,사내,29,18
185,2432,634,조립,BLK,LNGC,175,16.2,16.6,3.6,CS1,C1E2,CAS,사내,29,18
186,2432,421,조립,BLK,LNGC,176,17.2,28.8,2.3,CT1,C1E4,CAS,사내,24,8
187,2432,423,조립,BLK,LNGC,284,21.3,28.8,2.8,CT1,SZH4,PAS,사내,20,11
188,2432,433,조립,BLK,LNGC,296,21.5,28.8,2.8,CT1,SZE4,PAS,사내,21,8
189,2432,625,조립,BLK,LNGC,178,16.8,16.6,3.6,CS1,C1E2,CAS,사내,28,15
190,2432,635,조립,BLK,LNGC,178,16.8,16.6,3.6,CS1,C1E2,CAS,사내,28,16
191,2432,626,조립,BLK,LNGC,182,16.8,16.6,3.6,CS1,C1E2,CAS,사내,32,17
192,2432,153,조립,BRC,LNGC,120,21.3,12.5,5.3,ED1,C1S2,GBS,사내,49,8
193,2432,636,조립,BLK,LNGC,182,16.8,16.6,3.6,CS1,C1E2,CAS,사내,32,17
194,2432,143,조립,BRC,LNGC,132,21.3,12.5,5.3,EL1,C1S2,GBS,사내,49,8
195,2432,422,조립,BLK,LNGC,284,21.3,28.8,2.8,CT1,SZH4,PAS,사내,26,11
196,2432,424,조립,BLK,LNGC,283,21.3,28.8,2.8,CT1,SZH4,PAS,사내,25,8
197,2432,637,조립,BLK,LNGC,175,16.2,16.6,3.6,CS1,C1E2,CAS,사내,32,17
198,2432,627,조립,BLK,LNGC,174,16.2,16.6,3.6,CS1,C1E2,CAS,사내,32,17
199,2432,432,조립,BLK,LNGC,296,21.5,28.8,2.8,CT1,SZE2,PAS,사내,26,12
200,2432,434,조립,BLK,LNGC,297,21.5,28.8,2.8,CT1,SZE2,PAS,사내,24,12
201,2432,103,조립,BRC,LNGC,53,6.9,25,2.1,EL1,C1S9,CAS,사내,34,9
202,2432,405,조립,BLK,LNGC,177,14.8,22.4,2.8,CT1,C1E2,CAS,사내,30,8
203,2432,406,조립,BLK,LNGC,112,13.8,22.4,2.8,CT1,C1E2,CAS,사내,27,11
204,2432,628,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,29,14
205,2432,638,조립,BLK,LNGC,179,16.8,16.6,3.6,CS1,C1E2,CAS,사내,29,14
206,2432,639,조립,BLK,LNGC,200,16.8,16.6,3.6,CS1,C1E2,CAS,사내,33,16
207,2432,629,조립,BLK,LNGC,200,16.8,16.6,3.6,CS1,C1E2,CAS,사내,33,16
208,2432,825,조립,BLK,LNGC,51,15.6,22.6,5.4,FL1,C5R1,CAS,사내,24,8
209,2432,845,조립,BLK,LNGC,47,17,16.6,5,FL1,C1R1,CAS,사내,24,9
210,2432,855,조립,BLK,LNGC,39,17,20.8,5,FL1,C1R1,CAS,사내,22,8
211,2432,835,조립,BLK,LNGC,45,15.6,20.8,5.4,FL1,C5R1,CAS,사내,22,7
212,2432,102,조립,BRC,LNGC,19,15.8,3.2,1,ED2,C1S6,CAS,사내,18,8
213,2432,694,조립,BRC,LNGC,34,18.6,6.4,3,CS2,C1R1,CAS,사내,22,8
214,2432,684,조립,BRC,LNGC,34,18.6,6.4,3,CS2,C1R1,CAS,사내,21,8
215,2432,693,조립,BRC,LNGC,20,19.5,2.5,3,CS2,C1S6,CAS,사내,21,10
216,2432,683,조립,BRC,LNGC,20,19.5,2.5,3,CS2,C1S6,CAS,사내,20,10
217,2432,612,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C5S6,CAS,사내,32,17
218,2432,312,조립,BRC,LNGC,6,4.8,4.8,0.5,CD5,C1S6,TS3,사내,24,14
219,2432,611,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C1S6,CAS,사내,30,17
220,2432,311,조립,BRC,LNGC,6,4.8,4.8,0.5,CD5,C1S6,TS3,사내,22,14
221,2432,613,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C5S6,CAS,사내,32,8
222,2432,313,조립,BRC,LNGC,11,5.1,5.1,2,CD5,C1S6,TS3,사내,22,1
223,2432,614,조립,BRC,LNGC,10,4.8,3.1,3.5,CS1,C1S6,CAS,사내,30,5
224,2432,314,조립,BRC,LNGC,11,5.1,5.1,2,CD5,C1S6,TS3,사내,22,7
225,2433,101,조립,BLK,LNGC,302,21,14.4,4.3,AL3,SCS2,GBS,사내,94,15
226,2433,123,조립,BLK,LNGC,253,21.2,25.1,5.3,EL1,C1S2,CAS,사내,84,15
227,2433,133,조립,BLK,LNGC,236,21.2,24.9,5.3,EL1,C1S2,CAS,사내,86,20
228,2433,121,조립,BLK,LNGC,275,15.6,17.8,7.3,EB1,C1E1,CAS,사내,98,21
229,2433,131,조립,BLK,LNGC,290,15.6,18.6,7.3,EB1,C1E1,CAS,사내,94,20
230,2433,112,조립,BLK,LNGC,248,15.6,12.5,7.3,EB1,E3M3,3DS,사내,87,22
231,2433,122,조립,BLK,LNGC,190,15.6,25.1,4.3,EL1,C1S1,CAS,사내,61,13
232,2433,111,조립,BLK,LNGC,275,18.1,13.4,7.3,EB1,C1S0,CAS,사내,78,32
233,2433,221,조립,BLK,LNGC,254,18,16.6,3.2,CB2,SZE2,PAS,사내,59,27
234,2433,282,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,73,19
235,2433,182,조립,BLK,LNGC,220,15.1,16.4,4.3,AL3,C5S3,CAS,사내,73,26
236,2433,271,조립,BLK,LNGC,153,18,8.5,7.4,CS4,C1E1,GBS,사내,64,10
237,2433,261,조립,BLK,LNGC,153,18,8.5,7.4,CS4,C1E1,GBS,사내,64,14
238,2433,292,조립,BLK,LNGC,195,17.4,10.3,7.4,CS4,C1E1,GBS,사내,70,18
239,2433,801,조립,BLK,LNGC,222,12.6,19.3,3.2,FB1,C1S4,CAS,사내,82,22
240,2433,192,조립,BLK,LNGC,220,15.1,16.4,4.3,AL3,C1S1,GBS,사내,70,14
241,2433,105,조립,BLK,LNGC,271,14.1,14.4,8.1,AL4,C1M0,GBS,사내,80,19
242,2433,132,조립,BLK,LNGC,176,15.6,24.9,4.3,EL1,C1R1,CAS,사내,55,14
243,2433,231,조립,BLK,LNGC,242,18,16.4,3.2,CB2,SZE2,PAS,사내,45,14
244,2433,252,조립,BLK,LNGC,163,17.4,11.3,3.2,CB2,C1E4,CAS,사내,40,17
245,2433,291,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,57,13
246,2433,281,조립,BLK,LNGC,207,18,8.3,7.4,CS4,C1E1,GBS,사내,57,16
247,2433,822,조립,BLK,LNGC,310,19.2,20.7,7.9,FL1,SCE1,GBS,사내,72,10
248,2433,832,조립,BLK,LNGC,268,19.2,18.9,7.9,FL1,SCE1,GBS,사내,74,10
249,2433,241,조립,BLK,LNGC,246,18,16.5,3.2,CB2,C1E1,OFD,사내,46,15
250,2433,110,조립,BLK,LNGC,131,11.8,16.7,7.3,AL2,C1S1,CAS,사내,73,32
251,2433,163,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,49,9
252,2433,229,조립,BLK,LNGC,297,15.1,18.1,3.2,CB2,C1E7,CAS,사내,43,16
253,2433,242,조립,BLK,LNGC,181,17.4,11.5,3.2,CB2,C1E1,GBS,사내,49,19
254,2433,173,조립,BLK,LNGC,137,15.1,17.5,5.3,AL1,C1E1,CAS,사내,49,11
255,2433,172,조립,BLK,LNGC,269,15.3,24.9,4.3,EL1,S2M2,GBS,사내,75,10
256,2433,810,조립,BLK,LNGC,211,15.7,17.1,10.5,FB2,C1S3,GBS,사내,71,20
257,2433,141,조립,BLK,LNGC,153,18.1,16.1,6.1,EB1,P1M9,PAS,사내,49,31
258,2433,162,조립,BLK,LNGC,278,15.3,25.1,4.3,EL1,S2M2,GBS,사내,71,24
259,2433,232,조립,BLK,LNGC,301,16.8,22.4,7.4,CB2,C1S0,GBS,사내,51,12
260,2433,222,조립,BLK,LNGC,373,16.8,27.6,7.4,CB2,C1S0,GBS,사내,51,12
261,2433,279,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,46,17
262,2433,269,조립,BLK,LNGC,207,15.1,9.3,7.4,CS4,S3R3,GBS,사내,46,18
263,2433,251,조립,BLK,LNGC,236,18,16.3,3.2,CB2,C1E2,OFD,사내,42,18
264,2433,151,조립,BLK,LNGC,153,18.1,16.1,6.1,EB1,SCP1,PAS,사내,55,17
